,Zaman,Duygu
1053,14:32:26,Korku
1054,14:32:26,Kizgin
1055,14:32:26,Dogal
1056,14:32:26,Mutlu
1057,14:32:26,Mutlu
1058,14:32:26,Dogal
1059,14:32:26,Korku
1060,14:32:26,Dogal
1061,14:32:27,Dogal
1062,14:32:27,Dogal
1063,14:32:27,Dogal
1064,14:32:27,Dogal
1065,14:32:27,Dogal
1066,14:32:27,Dogal
1067,14:32:27,Korku
1068,14:32:27,Mutlu
1069,14:32:27,Korku
1070,14:32:27,Dogal
1071,14:32:27,Korku
1072,14:32:27,Mutlu
1073,14:32:27,Dogal
1074,14:32:27,Dogal
1075,14:32:27,Dogal
1076,14:32:27,Korku
